region_id;annee;nb_places;nb_installations;nb_usagers;tx_occupation;nb_etc_ri_avq;nb_etc_ri_avd;nb_etc_sad_inf;nb_etc_sad_avq;nb_etc_sad_avd;heures_tot_trav_ri_avq;heures_tot_trav_ri_avd;heures_tot_trav_sad_inf;heures_tot_trav_sad_avq;heures_tot_trav_sad_avd;iso_smaf1;iso_smaf2;iso_smaf3;iso_smaf4;iso_smaf5;iso_smaf6;iso_smaf7;iso_smaf8;iso_smaf9;iso_smaf10;iso_smaf11;iso_smaf12;iso_smaf13;iso_smaf14;nb_en_attente;duree_attente;iso_smaf_attente1;iso_smaf_attente2;iso_smaf_attente3;iso_smaf_attente4;iso_smaf_attente5;iso_smaf_attente6;iso_smaf_attente7;iso_smaf_attente8;iso_smaf_attente9;iso_smaf_attente10;iso_smaf_attente11;iso_smaf_attente12;iso_smaf_attente13;iso_smaf_attente14;sans_iso_smaf_attente;age_en_attente0_64;age_en_attente65_74;age_en_attente75_84;age_en_attente85_94;age_en_attente95_plus
8;2019;392;61.41667;368.6667;1.065511;165.9;73.73333;12.4604;.2378519;2.43e-20;289661.4;128738.4;16709.92;351.9126;3.60e-17;.018083;.002939;.031872;.023508;.089964;.139241;.199367;.205922;.121609;.068038;.012884;.048825;.011302;.026447;109;379.46606;0;0;.009174;.055046;.06422;.100917;.348624;.247706;.146789;.027523;0;0;0;0;0;.0458716;.0917431;.3027523;.4862385;.0733945
9;2015;0;0;281.5833;0;126.7125;56.31667;1.662979;.0719947;.035127;221240;98328.9;2328.545;109.9734;53.65725;.020716;.015685;.03285;.01095;.119858;.109796;.162178;.120154;.142942;.110388;.028115;.07665;.026635;.023084;93;473.44086;0;.032258;.021505;.053763;.107527;.182796;.236559;.139785;.193548;.010753;.010753;.010753;0;0;0;.0537634;.1505376;.311828;.3763441;.1075269
9;2016;0;0;312.3333;0;140.55;62.46667;2.864023;.3720696;.0112732;245400.3;109066.8;4102.422;507.7781;15.38497;.010672;.006403;.05016;.007471;.084045;.086179;.167823;.166222;.147012;.134472;.032017;.053362;.027215;.026948;107;672.54766;0;.009346;.028037;.065421;.093458;.186916;.233645;.168224;.140187;.046729;.009346;.018692;0;0;0;.0841122;.1214953;.2803738;.4112149;.1028037
9;2017;0;0;334.8333;0;150.675;66.96667;3.832394;.1323677;.0006874;263078.6;116923.8;5593.67;192.5547;1;.029617;.00896;.031857;.017919;.099552;.081882;.161025;.118716;.152563;.119711;.033101;.079642;.025884;.039572;33;183.60606;0;0;0;.060606;.090909;.090909;.30303;.151515;.151515;.060606;0;0;.030303;0;.060606;.0909091;.2424242;.3333333;.3333333;0
9;2018;0;0;315.9167;0;142.1625;63.18333;3.49676;.3712989;0;248215.7;110318.1;5178.721;565.5189;0;.040359;.008969;.031654;.015036;.128198;.073595;.156423;.100765;.132683;.09971;.024796;.092324;.036402;.059087;46;278.32174;0;0;0;.065217;.086957;.086957;.282609;.173913;.195652;.065217;0;.043478;0;0;0;.1304348;.173913;.0869565;.5;.1086956
9;2019;343;45.25;321.4167;1.036828;144.6375;64.28333;3.732961;.356762;0;252537.1;112238.7;5603.669;549.7078;0;.034742;.003111;.030594;.019964;.129116;.068447;.143894;.107078;.140264;.114856;.012186;.116152;.028779;.050817;77;264.50649;.012987;0;.012987;.051948;.051948;.038961;.363636;.207792;.194805;.025974;.012987;.025974;0;0;0;.0909091;.1298701;.4025974;.2857143;.0909091
10;2015;0;0;23.5;0;10.575;4.7;.5489062;.0125105;.0117071;18463.95;8206.199;836.1104;18.16667;17;.042553;0;0;0;.074468;.166667;.269504;.283688;.007092;.102837;0;.039007;0;.014184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;2016;0;0;21.91667;0;9.8625;4.383333;.7165119;0;0;17219.93;7653.3;1076.484;0;0;.011407;.045627;.019011;.117871;.098859;.04943;.18251;.144487;.064639;.045627;.045627;.152091;.022814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;2017;0;0;23.16667;0;10.425;4.633333;.8412437;9.85e-18;.0006983;18202.05;8089.8;1205.214;1.54e-14;1.090909;0;0;.032374;0;.154676;.068345;.205036;.071942;.097122;.115108;.017986;.205036;.032374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;2018;0;0;22.5;0;10.125;4.5;.7070246;0;0;17678.25;7857;1076.189;0;0;.003704;0;0;0;.151852;.044444;.307407;.133333;.122222;0;.044444;.192593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;2019;25;8.333333;22.25;1.171053;10.0125;4.45;1.312602;0;0;17481.82;7769.7;1508.18;0;0;0;0;0;0;.183521;.071161;.370787;.131086;.022472;.041199;.044944;.134831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;2015;0;0;258.8333;0;116.475;51.76667;2.759815;.0470026;.0213099;203365.3;90384.6;4128.349;70.03;31.75;.01159;.003863;.019317;.00322;.098197;.063426;.20895;.146169;.165164;.088216;.045396;.087572;.024791;.034127;13;147.16923;0;0;0;0;0;0;.307692;.153846;.461538;0;0;0;0;0;.076923;0;.0769231;.3846154;.3846154;.1538462
11;2016;0;0;266.1667;0;119.775;53.23333;3.518963;.0611688;.0013382;209127.2;92945.4;5195.896;91.42;2;.004696;0;.01315;.004383;.072323;.067314;.153726;.159048;.180964;.118973;.054477;.114277;.029117;.027552;31;177.94194;0;0;0;0;0;0;.258065;.419355;.290323;0;0;.032258;0;0;0;.0645161;.0322581;.4193548;.4193548;.0645161
11;2017;0;0;272.5833;0;122.6625;54.51667;3.348796;.0893804;.0006731;214168.7;95186.1;5272.005;132.7827;1;.00428;0;.02782;.006114;.068786;.039743;.163864;.17273;.159584;.117701;.054112;.126261;.023846;.035157;18;224.54444;0;0;0;0;0;0;.5;.277778;.222222;0;0;0;0;0;0;0;.1111111;.5555556;.2777778;.0555556
11;2018;0;0;276.5833;0;124.4625;55.31667;5.034518;.0466728;.0197209;217311.5;96582.9;7605.86;71.087;30.03676;.006629;0;.018078;.007231;.05122;.022898;.20699;.163603;.156975;.144923;.057547;.106659;.027117;.03013;34;200.67059;0;0;0;0;0;0;.235294;.382353;.352941;0;0;.029412;0;0;0;0;.1470588;.3529412;.4411765;.0588235
11;2019;317;45.58333;266.5833;.9098407;119.9625;53.31667;5.77732;3.049161;0;209454.5;93090.9;8904.511;4535.813;0;.005627;.00125;.014067;.008128;.059706;.038762;.194436;.150359;.152548;.138168;.042201;.126602;.033761;.034386;42;216.30952;.02381;0;0;0;0;0;.309524;.214286;.404762;.047619;0;0;0;0;0;.0714286;.0238095;.2857143;.5238096;.0952381
12;2015;0;0;842.3333;0;379.05;168.4667;5.86173;.2600068;0;661821.3;294142.8;8548.371;376.6874;0;.013751;.005046;.032351;.011575;.102196;.063316;.16947;.094084;.111793;.137614;.042442;.10833;.044618;.063415;173;253.84624;0;0;.023121;.034682;.057803;.069364;.265896;.190751;.208092;.086705;.011561;.040462;.00578;.00578;0;.1618497;.1445087;.2196532;.4450867;.0289017
12;2016;0;0;860.9167;0;387.4125;172.1833;6.338015;2.297123;.039848;676422.3;300632.1;9379.083;3365.157;58.3751;.007937;.009099;.035815;.007356;.112283;.062143;.172491;.095634;.12477;.135514;.053335;.091666;.0302;.061756;208;293.96731;0;0;.014423;.019231;.024038;.067308;.25;.240385;.206731;.105769;.038462;.028846;0;0;.004808;.1057692;.1105769;.3173077;.4278846;.0384615
12;2017;0;0;824.5;0;371.025;164.9;8.123035;3.459885;.0864537;647809.6;287915.4;12136.27;5084.82;127.0567;.017789;.001819;.035678;.011017;.101779;.049424;.161411;.114312;.115727;.135638;.058217;.103699;.034667;.058824;184;387.66087;0;.005435;.005435;.027174;.032609;.054348;.277174;.255435;.179348;.070652;.048913;.032609;.005435;0;.005435;.1032609;.1304348;.3097826;.3913043;.0652174
12;2018;0;0;801.6667;0;360.75;160.3333;8.115755;.6381116;.0805717;629869.5;279942;12338.31;951.8565;120.187;.018607;.00447;.033368;.006653;.099168;.047089;.185447;.125468;.109044;.129418;.058212;.095738;.032432;.054886;135;332.77481;0;0;.007407;.044444;.066667;.02963;.311111;.148148;.177778;.133333;.037037;.037037;.007407;0;0;.1777778;.1407407;.2740741;.3407407;.0666667
12;2019;815;153.4167;761.9167;1.091571;342.8625;152.3833;7.853938;.010416;.0152274;598637.9;266061.3;11735.58;15.07995;22.04581;.015312;.006234;.033796;.011703;.112873;.045609;.157607;.134092;.095702;.162201;.052062;.097342;.029093;.046374;163;274.60859;0;0;.006135;.030675;.030675;.03681;.306748;.233129;.153374;.147239;.018405;.030675;0;0;.006135;.1104295;.1104295;.3312883;.4171779;.0306748
13;2015;0;0;883.0833;0;397.3875;176.6167;9.94557;.9196019;.0190732;693838.6;308372.7;14338.38;1270.941;26.36025;.041899;.007644;.029159;.018496;.133151;.071058;.195055;.151175;.093611;.098613;.029159;.067472;.029442;.034066;95;341.22947;0;0;0;0;.010526;.073684;.263158;.368421;.147368;.084211;0;.042105;.010526;0;0;0;.0526316;.2947368;.6;.0526316
13;2016;0;0;887.25;0;399.2625;177.45;9.103509;.7283563;0;697112.4;309827.7;12797.93;1014.838;0;.039166;.010425;.027332;.008829;.132807;.075796;.200056;.145299;.108012;.106978;.025547;.063586;.026111;.030055;139;245.0446;0;0;0;.007194;.035971;.064748;.323741;.381295;.107914;.079137;0;0;0;0;0;.0143885;.0791367;.3669065;.4892086;.0503597
13;2017;0;0;916.4167;0;412.3875;183.2833;9.476524;1.094804;0;720028.6;320012.7;13402.49;1560.26;0;.045649;.005365;.034555;.011094;.123124;.070474;.191143;.157497;.109303;.099209;.025189;.072111;.026553;.028735;76;379.42632;0;0;0;.039474;.065789;.118421;.355263;.276316;.078947;.052632;.013158;0;0;0;0;.0131579;.0263158;.3157895;.6052632;.0394737
13;2018;0;0;965.4167;0;434.4375;193.0833;9.732284;3.561049;.0072795;758527.9;337123.5;14199.03;5085.288;10.39528;.040311;.007251;.024601;.009754;.140095;.073112;.188433;.172205;.084678;.10505;.020285;.067415;.026327;.040483;154;350.14026;0;0;.006494;.019481;.032468;.084416;.383117;.318182;.097403;.045455;.006494;0;.006494;0;0;.0064935;.1038961;.3376623;.5064935;.0454545
13;2019;1017;39.75;966.5;.9684369;434.925;193.3;9.457592;.0157189;.0045728;759379;337501.8;13522.78;22.66528;6.593536;.020866;.008191;.043197;.013192;.139334;.07872;.169771;.169684;.098896;.100879;.023021;.073202;.028195;.03285;227;445.22026;0;0;0;.008811;.030837;.079295;.339207;.370044;.0837;.066079;.004405;.008811;.008811;0;0;.030837;.0704846;.3348018;.4757709;.0881057
14;2015;0;0;1078;0;485.1;215.6;13.46773;.0196581;.1099805;846984.6;376437.6;19610;29.20442;163.3893;.0235;.006184;.025356;.016929;.104901;.090909;.187539;.203541;.106756;.083411;.018785;.051716;.019094;.061379;224;303.90089;.004464;0;0;.013393;.0625;.142857;.316964;.321429;.129464;0;0;0;0;0;.008929;.0758929;.1607143;.3080357;.3973214;.0580357
14;2016;0;0;1061.417;0;477.6375;212.2833;13.47863;.0292096;.0025356;833955.1;370646.7;19586.59;43.3702;3.764796;.023239;.002905;.024024;.013033;.116432;.089739;.200283;.203266;.10128;.081416;.025909;.050404;.018686;.049384;207;350.50048;0;.004831;0;.014493;.057971;.140097;.309179;.347826;.120773;0;0;0;0;0;.004831;.0676328;.1062802;.3623188;.3913043;.0724638
14;2017;0;0;1033.667;0;465.15;206.7333;16.97385;.0493132;0;812151.9;360956.4;24521.2;71.89307;0;.025959;.005401;.034989;.011932;.104886;.095534;.197598;.196388;.112625;.07683;.026604;.051193;.016043;.044018;200;428.265;0;0;0;0;.035;.15;.32;.28;.205;.005;0;0;0;0;.005;.08;.14;.33;.375;.075
14;2018;0;0;1021.083;0;459.4875;204.2167;21.33175;.0015811;.0054216;802265.1;356562.3;31361.38;2.303745;7.899277;.018526;.003999;.020566;.017873;.096629;.092875;.211458;.222639;.112544;.079572;.013793;.059659;.015833;.034032;237;352.65485;0;0;0;0;.033755;.135021;.341772;.274262;.21097;0;.004219;0;0;0;0;.0886076;.1308017;.3206751;.3924051;.0675105
14;2019;1256;91.08334;1024.25;.8528309;460.9125;204.85;23.62207;.0168363;0;804753.3;357668.1;35507.87;25.02268;0;.01554;.005695;.016842;.015133;.110487;.099585;.216907;.227484;.115776;.071028;.017492;.043853;.012529;.031649;389;261.69512;0;.002571;0;.005141;.025707;.089974;.321337;.305913;.244216;.002571;0;0;0;0;.002571;.0616967;.1285347;.3650386;.3856041;.059126
15;2015;0;0;1256.083;0;565.2375;251.2167;11.96005;2.492985;.0180952;986904.6;438624.3;17141.02;3536.371;25.66855;.016918;.003251;.03012;.022557;.110993;.097525;.164732;.169641;.126717;.087972;.034366;.063159;.022092;.049957;285;285.83018;0;.003509;0;.017544;.031579;.059649;.4;.294737;.168421;.014035;0;.007018;.003509;0;0;.0807018;.122807;.3192982;.4421053;.0350877
15;2016;0;0;1272.333;0;572.55;254.4667;11.51119;2.097029;.0068587;999672.3;444298.8;16618.71;2960.307;9.682213;.021417;.008908;.033796;.015654;.097393;.099817;.184307;.14311;.12595;.101585;.032617;.064187;.019321;.051939;375;314.7232;.002667;0;0;.018667;.032;.109333;.309333;.312;.202667;.013333;0;0;0;0;0;.0986667;.1066667;.3413333;.4;.0533333
15;2017;0;0;1274.167;0;573.375;254.8333;27.8131;1.773312;.0299199;1001113;444939;39573.21;2427.027;40.94963;.020667;.006213;.020405;.018443;.082472;.076782;.192152;.171027;.142577;.092283;.033682;.066841;.028385;.048071;305;389.76;0;0;0;.006557;.032787;.081967;.272131;.337705;.24918;.013115;.003279;.003279;0;0;0;.0655738;.0983607;.3442623;.4262295;.0655738
15;2018;0;0;1338.667;0;602.4;267.7333;36.20049;2.377712;.1091829;1051791;467462.4;53417.1;3233.694;148.489;.025896;.008591;.024963;.012077;.098792;.064803;.180154;.171377;.140687;.086778;.027639;.076071;.032931;.049241;401;312.37357;0;0;0;.004988;.01995;.074813;.309227;.304239;.27182;.007481;0;.004988;0;0;.002494;.0548628;.1047382;.3715711;.394015;.074813
15;2019;1697;99.66666;1376.25;.8351032;619.3125;275.25;44.15433;2.150826;.3366572;1081320;480586.5;64150.42;2907.839;455.1484;.014351;.002967;.022464;.010354;.118983;.071874;.20442;.16918;.131456;.08132;.024947;.07908;.027006;.041599;351;254.47578;0;.002849;0;.002849;.022792;.054131;.301994;.350427;.25641;.008547;0;0;0;0;0;.048433;.1310541;.3447293;.4216524;.0541311
16;2015;0;0;2422;0;1089.9;484.4;41.41618;.14406;.0068596;1902966;845762.4;61084.63;204.2347;9.724825;.017823;.008602;.030312;.015483;.08901;.101053;.132053;.1795;.118256;.129955;.031379;.088942;.019922;.03771;1050;338.21943;.001905;.001905;.004762;.062857;.06381;.118095;.227619;.267619;.158095;.069524;.002857;.017143;0;0;.00381;.0657143;.1133333;.3095238;.4533333;.0580952
16;2016;0;0;2474.333;0;1113.45;494.8667;43.54514;4.868394;.0301631;1944084;864037.2;64954.59;7003.004;43.38851;.016772;.007443;.029537;.018557;.094032;.092853;.132527;.174963;.123367;.129564;.03314;.090024;.022262;.034959;1047;363.84069;.002865;.000955;.004776;.054441;.065903;.118434;.26361;.262655;.174785;.036294;.002865;.009551;0;0;.002865;.0659026;.1442216;.3094556;.4164279;.0639924
16;2017;0;0;2513.25;0;1130.963;502.65;41.58653;4.165417;.0022646;1974661;877626.9;61113.44;5838.532;3.174224;.01764;.005537;.027289;.018303;.095195;.095262;.135051;.188667;.135018;.123678;.025531;.083458;.019298;.030074;938;403.52324;.001066;.001066;.010661;.0629;.065032;.136461;.246269;.249467;.19936;.02452;.001066;.001066;0;0;.001066;.0586354;.1439232;.336887;.4072495;.0533049
16;2018;0;0;2537.333;0;1141.8;507.4667;47.9878;.7146303;0;1993583;886036.8;70629.45;993.2227;0;.016126;.005485;.028048;.019739;.093438;.095606;.141684;.195908;.125887;.119548;.031069;.081319;.01652;.029624;1050;383.10781;0;0;.005714;.049524;.062857;.139048;.252381;.246667;.211429;.027619;.000952;0;0;0;.00381;.0733333;.1304762;.3295238;.4047619;.0619048
16;2019;3162;207.1667;2512.083;.8241743;1130.438;502.4167;54.82127;2.134734;.1445301;1973744;877219.5;82453.88;3077.486;208.3583;.015624;.007862;.03251;.019008;.098292;.090761;.140919;.207464;.133223;.112855;.025112;.072085;.016487;.027799;979;378.57855;.003064;0;.00715;.048008;.074566;.122574;.261491;.261491;.192033;.027579;.001021;0;0;0;.001021;.0653728;.1358529;.3483146;.392237;.0582227
17;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.9;0;0;.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.190476;0;0;0;0;0;0;0;0;.238095;.571429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.307692;0;0;0;0;0;0;0;.692308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.9;0;0;.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.190476;0;0;0;0;0;0;0;0;.238095;.571429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.307692;0;0;0;0;0;0;0;.692308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
